Season,Data,Home,Away,GolHome,GolAWAy,Resultado,TotalGols,EscanteiosH,EscanteiosA,TotalCantos,EscanteiosHTH,EscanteiosHTA,TotalCantosHT,CartaoH,CartaoA,TotalCartao,GolHTH,GolHTA,TotalGolsHT
2018,2018-11-03,Palmeiras,Santos,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-29,Ceara,Atletico MG,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-28,Atletico PR,Botafogo,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-28,Cruzeiro,Parana,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Vasco,Internacional,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Gremio,Sport Recife,3,4,A    ,7,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Santos,Fluminense,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Chapecoense SC,America MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Corinthians,Bahia,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-27,Flamengo,Palmeiras,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-26,Vitoria,Sao Paulo,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-24,Cruzeiro,Ceara,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-23,Internacional,Santos,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-21,Fluminense,Atletico MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-21,Palmeiras,Ceara,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-21,Vitoria,Corinthians,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-21,Cruzeiro,Chapecoense SC,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-21,Parana,Flamengo,0,4,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-20,America MG,Gremio,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-20,Botafogo,Bahia,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-20,Sao Paulo,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-20,Sport Recife,Vasco,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-16,Ceara,Botafogo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Bahia,Parana,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Chapecoense SC,Vitoria,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Internacional,Sao Paulo,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Palmeiras,Gremio,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Vasco,Cruzeiro,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Atletico MG,America MG,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-14,Atletico PR,Sport Recife,4,0,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-13,Flamengo,Fluminense,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-13,Santos,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-10,Botafogo,Vasco,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-09,Fluminense,Parana,4,0,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-07,Gremio,Bahia,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-06,Corinthians,Flamengo,0,3,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-06,Vitoria,Santos,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-06,Atletico PR,America MG,4,0,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-06,Chapecoense SC,Atletico MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-06,Sao Paulo,Palmeiras,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-05,Sport Recife,Internacional,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-10-02,Parana,Vasco,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Bahia,Flamengo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Palmeiras,Cruzeiro,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Atletico MG,Sport Recife,5,2,H    ,7,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Botafogo,Sao Paulo,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Internacional,Vitoria,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Santos,Atletico PR,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-30,Ceara,Chapecoense SC,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-29,Fluminense,Gremio,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-29,America MG,Corinthians,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-28,Santos,Vasco,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-25,Chapecoense SC,Fluminense,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-25,Vasco,Bahia,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Gremio,Ceara,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Atletico PR,Parana,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Corinthians,Internacional,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Flamengo,Atletico MG,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Sport Recife,Palmeiras,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-23,Cruzeiro,Santos,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-22,Sao Paulo,America MG,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-18,Chapecoense SC,Internacional,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Botafogo,America MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Atletico PR,Fluminense,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Bahia,Palmeiras,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Cruzeiro,Atletico MG,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Santos,Sao Paulo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-16,Corinthians,Sport Recife,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-15,Ceara,Vitoria,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-15,Gremio,Parana,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-15,Vasco,Flamengo,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-14,Chapecoense SC,Atletico PR,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-11,Atletico MG,Atletico PR,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Flamengo,Chapecoense SC,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,America MG,Ceara,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Fluminense,Botafogo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Internacional,Gremio,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Palmeiras,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Parana,Santos,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-09,Vitoria,Vasco,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-08,Sport Recife,Cruzeiro,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-08,Sao Paulo,Bahia,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-07,America MG,Vasco,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Ceara,Corinthians,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Palmeiras,Atletico PR,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Parana,Chapecoense SC,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Atletico MG,Sao Paulo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Internacional,Flamengo,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Fluminense,Vitoria,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-06,Santos,Gremio,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-05,Bahia,Sport Recife,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-05,Botafogo,Cruzeiro,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Corinthians,Atletico MG,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Flamengo,Ceara,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Atletico PR,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Sao Paulo,Fluminense,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Sport Recife,Parana,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Chapecoense SC,Palmeiras,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-02,Cruzeiro,Internacional,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-01,Gremio,Botafogo,4,0,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-01,Vitoria,America MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-09-01,Vasco,Santos,0,3,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-29,Atletico PR,Vasco,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-29,Ceara,Bahia,0,2,A    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Botafogo,Sport Recife,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Cruzeiro,Fluminense,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Sao Paulo,Ceara,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,America MG,Flamengo,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Internacional,Palmeiras,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Vitoria,Atletico MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-26,Vasco,Chapecoense SC,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-25,Santos,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-08-25,Atletico PR,Gremio,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-06-01,Atletico PR,Santos,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Chapecoense SC,Ceara,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Sao Paulo,Botafogo,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Cruzeiro,Palmeiras,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Gremio,Fluminense,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Flamengo,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-31,Corinthians,America MG,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-30,Sport Recife,Atletico MG,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-30,Vasco,Parana,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-30,Vitoria,Internacional,2,3,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Atletico MG,Flamengo,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Parana,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Bahia,Vasco,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Botafogo,Vitoria,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Internacional,Corinthians,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Santos,Cruzeiro,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,America MG,Sao Paulo,1,3,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-27,Ceara,Gremio,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-26,Fluminense,Chapecoense SC,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-26,Palmeiras,Sport Recife,2,3,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-22,Internacional,Chapecoense SC,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Palmeiras,Bahia,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Vitoria,Ceara,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,America MG,Botafogo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Parana,Gremio,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Sao Paulo,Santos,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Sport Recife,Corinthians,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-20,Fluminense,Atletico PR,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-19,Atletico MG,Cruzeiro,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-19,Flamengo,Vasco,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-15,Botafogo,Fluminense,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-15,Ceara,America MG,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Cruzeiro,Sport Recife,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Atletico PR,Atletico MG,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Bahia,Sao Paulo,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Chapecoense SC,Flamengo,3,2,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Corinthians,Palmeiras,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Vasco,Vitoria,2,3,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-13,Santos,Parana,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-12,Gremio,Internacional,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-08,Chapecoense SC,Parana,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Corinthians,Ceara,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Atletico PR,Palmeiras,1,3,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Cruzeiro,Botafogo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Flamengo,Internacional,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Vitoria,Fluminense,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Gremio,Santos,5,1,H    ,6,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-06,Sport Recife,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-05,Sao Paulo,Atletico MG,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-05,Vasco,America MG,4,1,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-05-01,America MG,Vitoria,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Atletico MG,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Bahia,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Ceara,Flamengo,0,3,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Fluminense,Sao Paulo,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Palmeiras,Chapecoense SC,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Parana,Sport Recife,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-29,Internacional,Cruzeiro,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-28,Botafogo,Gremio,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-24,Sport Recife,Botafogo,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Parana,Corinthians,0,4,A    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Atletico MG,Vitoria,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Ceara,Sao Paulo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Chapecoense SC,Vasco,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Fluminense,Cruzeiro,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Palmeiras,Internacional,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-22,Gremio,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-21,Bahia,Santos,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-17,Botafogo,Palmeiras,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-17,Sao Paulo,Parana,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,Santos,Ceara,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,America MG,Sport Recife,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,Corinthians,Fluminense,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,Internacional,Bahia,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,Vasco,Atletico MG,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-15,Atletico PR,Chapecoense SC,5,1,H    ,6,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-14,Cruzeiro,Gremio,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2018,2018-04-14,Vitoria,Flamengo,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Atletico GO,Fluminense,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Atletico MG,Gremio,4,3,H    ,7,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Atletico PR,Palmeiras,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Botafogo,Cruzeiro,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Chapecoense SC,Coritiba,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Santos,Avai,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Sao Paulo,Bahia,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Sport Recife,Corinthians,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Vasco,Ponte Preta,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-12-03,Vitoria,Flamengo,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-27,Palmeiras,Botafogo,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Avai,Atletico PR,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Corinthians,Atletico MG,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Coritiba,Sao Paulo,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Cruzeiro,Vasco,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Gremio,Atletico GO,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Ponte Preta,Vitoria,2,3,A    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Bahia,Chapecoense SC,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-26,Flamengo,Santos,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-25,Fluminense,Sport Recife,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-20,Fluminense,Ponte Preta,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-20,Avai,Palmeiras,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Atletico GO,Chapecoense SC,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Flamengo,Corinthians,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Sao Paulo,Botafogo,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Sport Recife,Bahia,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Vitoria,Cruzeiro,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Atletico MG,Coritiba,3,0,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Atletico PR,Vasco,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-19,Santos,Gremio,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-16,Botafogo,Atletico GO,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-16,Chapecoense SC,Vitoria,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-16,Palmeiras,Sport Recife,5,1,H    ,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-16,Bahia,Santos,3,1,H    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-16,Coritiba,Flamengo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-15,Ponte Preta,Atletico PR,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-15,Cruzeiro,Avai,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-11-15,Gremio,Sao Paulo,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-10,Chapecoense SC,Cruzeiro,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-09,Atletico MG,Palmeiras,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-09,Vasco,Gremio,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-09,Sao Paulo,Ponte Preta,2,2,D    ,4,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-09-02,Gremio,Sport Recife,5,0,H    ,5,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-29,Coritiba,Vitoria,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Bahia,Botafogo,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Flamengo,Atletico PR,2,0,H    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Palmeiras,Sao Paulo,4,2,H    ,6,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Ponte Preta,Atletico MG,1,2,A    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Avai,Chapecoense SC,1,0,H    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-27,Cruzeiro,Santos,1,1,D    ,2,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-26,Fluminense,Vasco,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-26,Corinthians,Atletico GO,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-23,Chapecoense SC,Corinthians,0,1,A    ,1,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-22,Fluminense,Atletico MG,2,1,H    ,3,0,0,0,0,0,0,0,0,0,0,0,0
2017,2017-08-20,Gremio,Atletico PR,0,0,D    ,0,0,0,0,0,0,0,0,0,0,0,0,0
